comment_Text,Have_ValueViolation
"I have hundreds of cookbooks however Chef Tap is  a valuable app that  allows me to save recipes as they are shown from my web searches. I enjoy exploring advanced cooking techniques and being able to save recipes with the original formatting and illustrations allows me to save them. This is easy with the free app but I like the app so much that I have upgraded to the paid version to get the additional functionality. I use my Fire in the kitchen while I am cooking and follow the instructions for the technique and use the pictures to expertly ""plate ""the food as shown in the original recipe. I am currently exploring ""sous vide"" techniques with the Joule immersion circulator and there are an increasing number of recipes online for this method.",Yes
"I really like this APP.  Very addictive.  A couple of weeks after I loaded the free version, I ordered the premium packageâ??to be honest, I think they wore me down with all their requests to order the premium package.Admittedly, there were many times within the first 2 weeks that I almost deleted this APP.  I would get very frustrated because I found it difficult to use.  It seemed that I could never find the specific instructions I needed.  Iâ??m not very computer literate.  I would finally figure it out and see how simple the procedure was.  A couple of procedures I did not find for months, and then only by accident.  Made me crazy when I discovered how simple the procedures were; showed me how little basic computer knowledge I have.One other problem I find is that frequently Ingredients and/or Directions will be missing or mixed in under the wrong category (i.e., Ingredients mixed in with Directions, or vice versa).  RECIPES MUST BE CHECKED for missing Ingredients and Directions.Now, I love pulling up recipes to try.  And I find a new, to me, helpful APP procedure almost every day.  In fact, I have to watch myself.  For someone who is a lousy cook, I find that I am very addicted to the APP and can spend hours on the APP choosing recipesâ??if I allow myself.I have gone on a special gut/tummy healing diet called Specific Carbohydrate Diet.  I had never heard of this diet before (also suppose to be helpful for autistic children).  So I was surprised when this APP pulled up so many great recipes and websites.I would consider this one of the best purchases I made this last year.  Certainly one of the most enjoyable and useful.",Yes
"I LOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOVE this  app!  I don't have a Kindle, just a cheap run of the mill android tablet and this app works well on it.  It is simple to use (most of the time, some websites have weird configurations),  but most of the time it's great.  The only thing lacking imo is the ability to categorize the recipes,  such as  creating folders for breads,  desserts,  beverages etc.  Worth paying for with that option added. Maybe sometime soon?  Anyway,  great job guys.  My now favorite go to cookbook  app.",Yes
"You can see my original review below this update.: what was once 4-5 star app has become a 2 star due to the change over to VERY expensive paid subscription if you want to have more than 100 recipes stored. Eleven to twelve dollars a year is ridiculous, I understand they need to make some money to be able to continue to improve and support this app but the cost is prohibitive to what this app does and I refuse to pay them their current fee just to store and import recipes from the internet. And I do not buy their excuse that there is no way they can afford to keep this app running without such a high cost. They do not need servers to store all our recipes, those get stored on our devices and do not cost them a dime. Yes they want to be able to fix bugs and make improvements but please do not insult my intelligence by saying they cannot afford to do it without having everyone shell out for their price. I have far more sophisticated apps on my devices that were free. Yes many of them are supported by larger companies but this program does not require as much tinkering at say a spreadsheet or WORD document writing apps. I might consider an annual fee that actually was fair(at least a 50% cut on their current fee would be smart.) but until that time I won't be upgrading and will just go back to how I used to do it with Pintrest.To sum up; in my opinion while this is a very nice app but it is not worth the price tag they set to upgrade to the ""pro"" version.Original 4 star review:I love this app it works very smoothly 80% of the time...I downloaded all my saved Pintrest recipes with very little corrections needed and adding new stuff is a snap. Where it loses a star is downloading from personal blogs like Blogger etc..I had to pretty much retype most of each recipe myself. Now some of this is probably due to the nature of my blog which has a lot of non recipe storytelling stuff mixed into my entries. But what bothered me was the random stuff this app did not load at all. I would rather it loaded my entire blog letting me delete what I did not want than for it to pick and choose what it wanted to collect.",Yes
I love this app and the fast interaction to view and save recipes. The reviews and suggestions from other users is awesome and raises the usefulness to a high level above other apps. It is useful to surf for dinner ideas when you need a nudge to be creative.,Yes
"Chef Tap is amazing!  If you browse recipes on the internet, you must have Chef Tap.  I enjoy the app Zite and often want to keep recipes from there and it is as simple as pressing ""share"" option and choosing Chef Tap.  The recipe is entered into ChefTap complete with photo. I have chosen to have the upgraded version that has an annual fee. It is better than a cooking magazine subscription, because every recipe is one that I have chosen. Money well spent!  Every time I bring another recipe into Chef Tap, I say, ""I love this app!""",Yes
"I have amassed quite a collection of recipes on my kindle fire.  The problem was I had them on several different apps, and a ton of bookmarks and saved blogs.  ChefTap enabled me to have all my recipes in one place.  they have thought of everything I might need, and for what they haven't thought of yet, they regularly update.  Awesome job!",Yes
"i think this is the best app on my kindle fire. Recipes are quick and easy to import, and changing or editing them is equally easy. only one weird thing has happened-- when i imported a recipe from a text file on my laptop, it didn't correctly import the fractions. it was easily corrected and only took a minute.I do wish there was cloud storage or a pc version,  though. If something were to go wonky with my fire, it would be tough to get all this info back.Update: There is now both cloud storage and a pc version making it very easy to import recipes on my laptop. Paste the URL and the recipe is added to my kindle. All the recipes also can be accessed through my computer. I did upgrade to the premium version, so this may not be the case with the free version.",Yes
I love this app it is my only go to recipe app and was probably the fourth one I found being unhappy with all the others. its easy to share right from the web controls are spot on and just an all around great app so get it I am sure you wont be disappointed,Yes
"Only used it minimally, just for importing from the web. love it for searching for a recipe, importing to cheftap, then using my kindle fire to follow the recipe in creating dinner. I can see loads of potential for growth.",Yes
"When I saw that this app was free, I tried it. I was very impressed. Its a brilliant app. I got recipes from foodnetwork.com, bbc food etc. Its quiet easy to use and very user friend. Then one day a message said upgrade to Cheftap Pro. I thought no problem, it turned out the upgrade was for $11 and you pay it every year. Outrageous but true. Once of payment would be enough, bought from my amazon.com appstore. I find it very hard  to trust with personal data. At moment I prefer amazon.com for all my buying. Had enough.",Yes
"I just downloaded this app & I'm already in love with all I've seen. Few of the recipes weren't what I wanted yet close. Either way I found 5 recipes for what I want to cook. Yet find there are still more to go thru! I'm ready now to get started with grocery list, recipes and find out my next action I feel I need to do Alot yet ok due to everything has to b in a certain place ! Enjoy like I am!",Yes
"The way the app functions is amazing but now upgrades are required if I want to add more recipes.  I don't want to put my recipes on your server.  I liked having what I want , where I want it and under my control.  I had that until this last change.",Yes
"I'm 15 years old with a passion of cooking. When I found this app, I thought, ""I'll give it a shot,"" because I'm great at cooking but not great at remembering. And I absolutely love this app! It's so easy to save recipes. I love it and so do the stomachs of the people I feed (:",Yes
"This app is simple to use and has excellent functionality.  It's perfect for collecting all those fantastic-looking recipes you find online.  Just share the page to the app and it ""reads"" to find the ingredients and instructions then imports them to the app where your can access them offline.  There's a editing feature if the app misreads a recipe.  You can set up your own categories to organize your collection.  It's well-made and thoughtfully designed.  It has been working nearly flawlessly and I recommend it highly without reservation.",Yes
Not what I thought is was. :(,Yes
"I usually get annoyed with changes, but this update is great!  I now will be using this to store all my recipes from the web.  I like the drop box backup--- this app is AMAZING!!! Thank you for such a well thought out app.",Yes
I just wanted to put my 5 stars in. I love love love this app! I am so glad I found it because I have recipes saved all over the Internet. Now I can put them all in one place so easily. Whoever thought of this app is genius.,Yes
"The customer service is horrible.  At first I thought the customer service was horrible, because I was not a paying customer.  So I decided to pay for a year to test out the product.  My youngest son wants to be a chef when he grows up, so I really wanted a great recipe tool.  So I paid my money, and reported the software bugs to the developer.  The programmer's bug fix completed trashed my database.  Images on my tablet were deleted, and all changes that I did to recipes on my tablet were erased.  I import recipes and then modify all of them to suit my family's needs.  Anyway, the programmer's response when I told him my database was trashed was to give me my money back (which I did not ask for), and to downgrade my account from a pro version (which I legitimately paid for) to a basic version (again, which I did not ask for).  Yes, once my database was trashed, I knew that I would never renew the subscription to this product.  But now I have to do it before I hit 100 recipes instead of having a year to find the right product.This product have too many bugs that can serious damage your database of recipes.  It is not worth the price, especially when the programmer wants you have to have a 20 year relationship with his product.  Over 10 years, that is $156.  Over 20 years, it is over $300 for a simple database to store recipes.  After you reach 100 recipes in the database, you have to pay a yearly subscription fee of $15.99/year.  That is $156.00 over 10 years and over $300 over 20 years.The only software that I re-buy each year is tax software.  Everything else I pay for with a one-time fee, and I will upgrade when I believe that I need to upgrade.  If I need to synch my database on a cloud, I will do it on my own cloud.  I don't need or want to pay a yearly fee for each type of data I may want to back up on a cloud.I believe that programmers should get paid for software they develop, which is why when there is a paid version and a free version of a product for a tablet, I usually buy the paid version.  Plus, I don't want my kids exposed to ads.  But subscription software?  The product has to be a the best of the best, no stone unturned, you can't live without, level of product.  This product does not fill those requirements.",Yes
"I had this on my DroidX2 and it's awesome. It can import recipes from anywhere, including photos, and gives you full control to edit everything. You can even put your own photos on the recipes. Now works with Kindle Fire which is even better to use while cooking. Give it a try, you will love it. Best recipe app in the known universe.",Yes
"CMsecurity shows Spybubble in updated version during the install from Amazon.May be false positive, but I do not have the expertise to be sure.  I immediately uninstalled this app. Dev needs to be notified.April 14, 2015",Yes
hard to use.  thier is no reciepts in this app you have to down load .  I thought this would give me recipts so that i would not have to down load.  I diffently would not recommed,Yes
"so sorry but I thought this sucked, I was unable to use it and it was a waste of time and money for me",Yes
I love this app!! I've had no problem uploading recipes or creating my own. This is a must for anyone who loves to collect recipes. I've tried so many other recipe apps and this is by far the best!!,Yes
"This app seemed okay at first. It even gave me a free trial to see how I liked it. And initially, it did what I needed. Or so I thought. The â??free trialâ? is actually only about five minutes long, which wasnâ??t enough time to test the sound. (I am actually not clear whether you CAN test the sound in the trial, because thatâ??s how quickly it went by.) So I foolishly paid the $9.99 for the full version. Did the sound work then? Iâ??ll never know! Because once I input the activation code, I could no longer get the screen to even mirror. Just the same error over and over again. So I gave up, removed the apps from my laptop and TV, and I would basically like to forget this ever happened. Do not waste your time or money on this.",Yes
At first I thought I was too stupid or too rushed to get this app to work but then I read the reviews and saw that most others could not get it to work either. I will delete this app.,Yes
"This app is very glitchy and laggy when mirroring a computer on the same network, the mirror file feature works, but if you pause the video from your remote control you have to restart it from the computer you're using to mirror. I would have been better off spending the 10 dollars for the license key on a cable to just plug my computer into the tv.",Yes
"Installed on Amazon Firestick with no problem.  However, my iPhone 6s would not connect to it.  The picture on my TV would only give the AirBeamTV logo and would not allow me to use my controller for the Firestick.  Each time I would have to remove the power cord and the Firestick itself to clear the screen and plug it back together to get back control of my Amazon prime video.  After 3 attempts I deleted the app and called it a waste of time.",Yes
"If you're looking to seamlessly mirror content from other devices to your TV to follow along exercise/dance videos, learn a new skill, or enjoy general entertainment on the big screen...this product isn't for you.However, if you would like to be constantly dissatisfied or disappointed, you've come to the right place! Enjoy the frequent buffering and frame skipping of an inferior product that will never be mentioned in the same breath of a ChromeCast, Apple TV, or Firestick. But who values reliability and quality anyways? Being constant is dull. AirBeam TV keeps things FRESH by spontaneously throwing in wrenches into your streamed content. This app will take your favorite videos and movies, and mindlessly chop-and-screw it until it devolves into a hot/disheveled mess that once resembled your original content. But hey, everyone loves a good remix. Remixes are awesome and always better than the original!And if you enjoy horrible customer service, you can always count on AirBeam TV to not be there for you. If you had questions or comments about the product, but are repulsed by the thought of talking to a human being, AirBeam TV will gladly send you through an infinite loop of automated responses while deferring all blame to the user. It's not enough that I've restarted my computer and modem, closed all other extensions/applications, and checked the internet connection of my TV...I probably need to give up my left kidney and bladder too for my video content to be streamed without a hitch.AirBeam TV's connectivity strength and resolution may be inconsistent, but your disappointment with the product will remain constant over time!",Yes
Itâ??s free and thatâ??s about the only thing I can say but for me it didnâ??t do what I thought it was going to do,Yes
It took longer to start streaming than we thought but we were able to watch our grandson play in his college football game.  Yea,Yes
"It shows ads that require a controller to close and unfortunately couldnâ??t control it to close them, and had to restart my stream and the airplay",Yes
It sucks. It makes you watch videos to get five mins of airplay. Not what I thought it was going to be.,Yes
"It does the thing! With this installed on my fire stick, I can use AirPlay to play the videos in my Files app. I have actually been using the VLC app since itâ??s easier to find airplay on it but that app requires that you also select the cast option in order to stream the video and not just audio which is weird but I super donâ??t care because Iâ??ve been trying so hard just to find something to get my videos from iPad to tv. Others have mentioned ads, and I canâ??t say whether they disrupt content yet; Iâ??ve only seen them between actions (from playback to stopped, etc) and thereâ??s an â??xâ? button on all the ones Iâ??ve seen immediately so theyâ??re easy to bypass. So for me, good enough!",Yes
"March 3, 2020I was looking for an app that would allow me to display photos/home videos etc. from my iPhone & iPad to a non-smartTV via my Amazon FireStick.  This app supposedly does that using the Apple AirPlay protocol built in to the newest Apple mobile devices.  I downloaded the AirScreen app onto the FireStick from the Amazon website and installed it on the FireStick according to the instructions.  According to the pre-loaded tutorial video bundled with the app, I should then have been able to go to any iOS mobile device with AirPlay enabled and from the ControlCenter, scan for other Airplay compatible device connected to the same WiFi network (which the FireStick was) and select that device and begin mirroring.  Unfortunately the app was unable to detect either my iPhone or my iPad although both had AirPlay enabled and both were connected to the same WiFi network.I then called Amazon Tech Support and spent about an hour on the line with them while they logged in to remotely view my FireStick screen and operate it remotely.  The were unable to solve the issue so the called Apple Support, making it a 3-Way conference call.  The Apple support rep remotely logged on to my iPad and operated it remotely.  Again, no one was able to make the iPad connect with the FireStick.  Since I had already tried and had the same problem with an AirPLay enabled iPhone also, it seemed unlikely to me and to the Apple rep that both iOS devices were malfunctioning but rather that it was either the FireStick and/or the app itself that was the problem.  The Apple rep came to the same conclusion, so she departed from the conference call.The Amazon rep remained on the line and we did some further checks to determine if there were any other problems with the FireStick itself, which there were not.  Every other non-AirScreen related function of the FireStick appeared to be working normally so we all concluded that there must be a problem with the app itself.I had downloaded the free/demo version of the app, which claims to function fully without upgrading to the paid version, but with advertising pop-ups.  I was not going to pay to upgrade until i saw the app work as advertised, which had it done so, I would then have paid to upgrade to the ad-free version.  Accordingly I do not know if the upgraded version would have worked properly or not.In short, this app does not do what it claims to do and therefore should be considered useless for the purpose of mirroring an iOS device to a FireTV device.",Yes
"Thought it was a method to view other movies, it is not nor does it show what can be done with it. A waste of time and money.",Yes
"Just bought this app and at first, it seemed to work fine but then I began to Chrome Cast from my national (Danish) tv apps and it failed totally. I also tried to Airplay and for some things it works but not for all. So Netflix works, but that's on my Fire stick. Viaplay and HBO Nordic just did not show anything. In my book, if you write a function it has to work 100%.I have Chrome Casts at home. I bought the Firestick to have a better solution when traveling. Chrome Cast is not good at hotel wifi. I thought this was the solution....",Yes
"I decided to use this app because the yoga app I'm using doesn't work on my fire stick but it works on my ipad, I was able to stream a couple of times for free although there was a serious lag the last couple of times. I thought that this was maybe because I needed to purchase the app. It kept trying to load advertisements but it wasn't able to do it on my fire stick so I signed up for the free trial and now it's not casting at all. It's just a blank screen on my TV.. cancelling the subscription. Doesn't work.",Yes
"I thought I would be able to cast like a chrome cast from my iPhone. It does screen mirroring however, when I try to cast a program from my phone it plays only audio not video. And it only plays audio for 10 seconds and shut down with an error.",Yes
Poor and unpredictable cast quality when I used it to cast from browser to fire tv.Annoying ads got me frustrated and I am usually quite understanding of ads.,Yes
"I at first thought that this was malware, but after looking into it I believe it just is a horrible piece of software.",Yes
"After my initial excitement that it was easy to use and install, I immediately deleted it when the popup ads disabled the screen cast.",Yes
"I have no reasonable input.This product really does its thing well! It gets the job done and it makes good on its word.Maybe.Or, maybe not.My daughter downloaded this..I have had zero interactions with it,other than writing this review,which I felt compelled to write.",Yes
I was hoping it would do more than just display my laptop screen on the tv monitor.Was hoping the amazon remote control would be able to do basic things like PLAY/PAUSE etcBut itâ??s just a pure mirror.,Yes
"It works great, as a DLNA Receiver for my WDTV Media server, however, I am having some challenges, upgrading to pro version",Yes
"I tried to stream the Peacock App from my iPhone and iPad and kept getting a notice about my ad-blocker not working. I thought this was a free app and there's not enough on-screen directions to a) enable a trial period or b) access the app settings. It was very frustrating and I have no idea why there's a ""Thickness"" rating for this app, but it was pretty ""thick"" alright.",Yes
It helpful because you can control the start and stop no problems all good so far,Yes
"Thought it wouldn't work but it does,.just a bit of interference between tap hoping but I definitely recommend getting it I give it 5 out of 5 stars for sure",Yes
This is the only one I found that had a pause and side control.It works out pretty good when I am recording!10/10ð???,Yes
"I have the Fire HD 10.  It does not work at all.  When you press the ""Play"" button, it says the recording is pause.  I fumble with it for 15 minutes and didn't make any progress and conclude that it just doesn't work. At first I thought buying the app when help but nope!  Don't bother.",Yes
"This app is not recommended for videos longer than 1 minute... In my, safe, and honest oppinion, this app is horrible. Here are some of my reasons:*It doesn't let you edit your videos,*When you pause your videos, the controls button disapears after 5 seconds of your video being paused,*When you're recording you on-screen video, if it's longer than one minute, automatically pauses and ends your videos,*If you want screen recording with your face on it, you need the pro version, which costs money,*Sometimes it will save and show your video, but it'll erase all the footage and make it from a 15 minute video, into a 0 second video,Those are my reasons. Yet, just because I mention my opinion and a lot of people agree, doesn't mean you shouldn't download the app, or you shouldn't like the app. In all honesty, this is my own opinion, and you shouldn't depend on just one bad comment.",Yes
It kept making the main thing that controlled it disappear so my vids got deleted,Yes
Good app! I thought it was useful,Yes
"I read the reviews and thought ""Wow it seems like a nice app"" so I downloaded it and I can't get it to start recording on gacha life. Does the game have something to do with it?",Yes
I record videos for youtube and thought this was a good app but I does not even play back my videos it just say it's unable open the video or something. Sucks!!!,Yes
Ok it's so glitch it's good but whenever I want to watch my vid it always says video unavailable to watch the audio is crap. But I'm probably gonna figure it out.ps my reaction sometimesð?? ð??¡ð???,Yes
I thought this would be the perfect app after all the reviews. NOPE!! I filmed the same video over 3 times and every time it kept saying CANNOT PLAY VIDEO!!! THE GKOD REVIEWS ARE LYING THIS APP IS SO FAME. DONT WASTE YOUR TIME U WILL BE DISAPPOINTED. ð??¤,Yes
"I THOUGHT that I was going to be able to record some minecraft easily, but No. I have to set stuff up with my computer. IF YOU HAVE A KINDLE, I Don't recommend.  ------",Yes
I thought I could start my own youtube videos but I realise you need to hook it up to the computer and it takes up so much space and it made me ð???ð???ð???ð???ð???ð???,Yes
"I thought it would record what was happening on my screen but I could never tell whether I was recording of not. Than it kept lagging and freezing up my screen. I couldn't even view the recordings I managed to get. I was able to see 1, and there was no video of the screen.",Yes
I thought it was a good app,Yes
"This app is but ridden. Oh screen controls not working properly, videos canning be viewed even if you mange to record one, causing screen to lock up and apps to crash. Would give 0 stars if possible.",Yes
"Ok, so I did all the things I needed to do, but when I looked at my video, it was so glichy!! It was like the content on the screen was stretched out.. I know the people who run this app probably are  of looking but if you fix this I will rate this a five and share with my friends.  Plus I'm 11 so kids my age are into exploring that kind of stuff so PLEASE PLEASE PLEASE FIX THIS!!!!!!!",Yes
"I'm not saying it's a bad app,it's got lots of directions and is straight forward.BUT for the people that don't have a root,don't have a computer,or at least can't use it,don't waste your time and money on this app.I really love this app and thought it would work by all the good reviews,but it sucks for me.And I STILL used the root! ð???ð??¤ð???. I am really trying to find a screen recorder for kindle fire..For the people that are getting this,keep in mind that it NEEDS andR-O-O-T:root!!! Hope it works for you! Best of luck.ð???I have just 1 request... :  PLZ MAKE A DECENT SCREEN RECORDER FOR KINDLE FIRES!!!!(HD too!!)IF SO,PLZ MAKE IT POPULAR SO I AND EVERYONE ELSE CAN FIND IT TOOO!!!!!!!!!!!!!!!  Hope for the best!  -TwistyCinnamon-",Yes
"I thought WOW!!! I downloaded it immediately, what a big let down. It would not even load. I would turn it on and it would shut off in 5 seconds. WOULD RECOMMEND TO PEOPLE WHO LIKE TO BE RIPPED OFF!!!",Yes
This is exactly what I was looking for.  I thought it was going to be a scam  but it works great on my kindle.,Yes
"I thought by the rating that it must be good because it had a lot of people rating 5 stars. I downloaded it and tried doing a video and when I was done, it was all messed up and you couldn't see anything",Yes
The controller button disappears when I close the app...,Yes
"I legit just got this and I already love this screen recorder app ð???. This app definitely just is so amazing and wonderful for recording on YouTube and Minecraft ð???. First, I never thought I would ever record on my YouTube again, but now that I have this app, I can literally do everything ð??. I very much appreciate if u get this screen recorder app Hehe ð??",Yes
"OK so, being a youtuber is my dream and I thought this would help me, But I was wrong. It keeps dissapearing when I'm getting into one of my games. I don't highly recommend this app.",Yes
"I downloaded this app to record gameplay for my YouTube channel. It works great, and the controls are easy to use. I would definitely recommend it for anyone who wants to start, or already has, a YouTube channel.",Yes
It's great for reaction videos and stuff and it helps with gacha life,Yes
"I thought this was going to be crap compared to what I've seen before, but its DECENTLY AWESOME. Just pause as little as possible or the sound will stop working.ð???",Yes
chhgvfftgfyuucycjhgcjgcjgcnhgvfchgfngcngc it up for that to you too control,Yes
I thought it said no root needed.. SURE THING THE VERY FIRST THING IT TOLD ME TO DO WAS PLUG INTO A COMPITER. So yea how about you don't lie to the people downloading? That would be great.,Yes
This app is good but at first I did not know how to hook it up so heed my warning if you're not good at understanding and following directions do not get this app but other than that it has great recording so ya hope you like it,Yes
"At first I was amazing! But then, it started lagging and the controls button started disappearing. Fix it. If you dont, zero stars.",Yes
"At first it was pretty good, there was a control pad with pause and stop, you can change the opacity and a lot more but one thing was annoying. The notification would not go away even when I try to swipe it, it still doesn't go away. Anyways, pretty good. I wanted to make a recording of me creating a gacha life character and when I did it it worked, but when I opened the app to see my recording, it would not open. I tried all apps to open it. Still wouldn't work. Please, I uninstalled it 4 time and it won't do what I need it to do.Would Not Recommend. Please do not get.",Yes
Ok I thought this would be a really cool app because it had AWSOME raitings but it keeps on crashing I recommend kindle people should not get this app.,Yes
"My husband spent a couple of hours trying to get the channel to work right. At first, I thought it was our Internet signal, so I went back to Sling to see if the other shows worked; they worked fine -_- for some reason, it just wouldn't stream our game, and when it did stream it, the picture quality was terrible and it kept freezing. Awful.",Yes
"I bought a fire tv cube, because the 2 Firestickâ??s I had purchased previously didnâ??t work. Where I lived previously the Firestick never even flickered. Iâ??m ready to return all of my products and get cable. Iâ??ve rebooted computer, tv and Firestick and cube. I donâ??t have any receipts, just the cube box, I bought the cube and one of the Firestickâ??s at Bestbuy and the other stick I cannot recall. What do you think the problem is? Is there something I should be doing? Everyone in the house use cable, I like having control of what I watch, not what the cable company wants me to watch. Also I love live sports. Please help or give me my $130 ish back. Yours truly,  Pierre Langlois",Yes
"not sure but it said the service was not available in my area. maybe it was just the exact think I was looking for was not available.  I live in Wyoming and get ""local"" channels (Denver and Cheyenne) thru dish network.  I was looking for the Broncos game on this app because the dish network channel was really jerky.  Thought I would try the app... disappointed",Yes
"I thought that I would miss the Superbowl since we do not have a cable service provider, but luckily while browsing my Amazon Firestick, an ad ran at the top of the screen which let me know that I could stream the big game right from the CBS app! Too bad the game wasn't great, but at least being able to watch it and not miss out was.",Yes
"Useless, did not know how to operate the dumb thing, Missed the entire Notre Dame game, very upsettting.  Why must you people make changes sometimes the status quo is okay, tecnology  is not for everyone.  Can we view the Notre Dame game on regular channels, if not it is time to change carriers.",Yes
I thought â??All Accessâ? would allow me to watch NFL games on CBS not in my area...nope. It knows where you are and will only feed the local game....so waste of time and money.,Yes
The Superbowl!  Thought we were going to have to miss it.  What a nice surprise (even though the game and ads sucked - who knew?)  Thanks CBS and Amazon!  Now if we can only get the big tennis matches...,Yes
"I tried to watch the super bowl using the app, and it kept cutting out. So I thought it might be my internet, but when I watched it using youtube tv there were no problems. So I blame the app.",Yes
"Easier than i thought, clear picture, it did go offline one time.  Too bad the game was not worth all the effort to make sure i could watch itâ?¹ï¸  I will keep the app to watch other programs.",Yes
"I loved it but didn't want to be ""enrolled"" into a subscription and pay for it.  I thought if I downloaded the channel with my fire tv stick, it would have been for free.thanks anyway",Yes
I enjoyed the ability to watch the playoff football games while working on a project in my garage and without a cable connection. My only problem was the buffering of the program interrupted some game action. The other issue I had was the quality of the resolution was not great on my HDTV. I guess there were two more issues that bother me and that was not having the ability to rewind the program so I could replay some action or record the program.,Yes
Buffering was annoying...thought it was my internet but none of the other streaming apps had issues.  Other than that it was good and I was able to catch the boring Super Bowl lol,Yes
"From the title of the app, I thought I could â??stream and watch liveâ? sports.  That is incorrect.  I could watch only replays of sports news.  In order to watch sports events, you have to have a cable or satellite subscription. I guess if I were in the road and wanted to watch a random game, that would be ok. However, I cut the cable so I could stream. This app is worthless to me.",Yes
"Pretty much useless. Thought I could watch CBS sports network on it, but couldn't. It's just clips of shows and other stuff that's meaningless.",Yes
"Didn't really care for the app. Video quality was great but I thought this was going to be more like the Fox sports app or ESPN and it's not at all. I thought that you could view various games appearing on CBS networks for college football, yeah not so much. Uninstalled and uninterested.",Yes
"I thought I might see the early rounds of the Masters using this app. But, in order to get that coverage, I had to subscribe to it. I did NOT. Not on my budget. So, I deleted the app from my Prime Fire TV viewing list.",Yes
Thought it was Network TV --- not  Could not see Sunday football that was on CBS.,Yes
I thought I would be able to use a TV provider sign in to be able to watch games like Fox sports but it required a CBS subscription. Three stars because it's not what I hoped but couldn't comment on the actual app itself,Yes
Donâ??t use it as much as I thought I would.,Yes
"This is not what I wanted..please cancel trial. I thought I would see actual games going on today, but could not.. stop/ cancel.",Yes
"I thought it was a little too expensive for something  you get free with an antenna, seemed to buffer a lot.",Yes
Not anything like I thought it would be.,Yes
"It did not work, I get nothing unless I have cable and I thought that was the entire point of fire stick, If I would have known that fire stick is useless I would never have spent 80.00 for nothingnot easy to use, not easy to set up nothing works.",Yes
I thought I would be able to watch games broadcast on cbs. I could only watch what was being shown in my market. Which I would get on regular broadcast tv anyway,Yes
not what i thought,Yes
I thought I could stream the football game,Yes
"Great purchase reasonable prices,smooth transaction,great deals",Yes
I just bought the fire stick 4K. It was to replace the original fire stick I bought a few years ago and was on a special price sale. Really my remote control for the first one just fell in water and I couldn't use it so well and compared to the 4K the old one had its day.Still getting some pixelization and buffering but far less and there are all kinds of videos to help on YouTube to even do things that people don't know fire sticks do?With the half-price sale and the quality of the stream that I get now I'm happy I spent a few more dollars to get updated to 4K,Yes
"Not what I thought it was, really not interested",Yes
"I expect to be able to watch content for events not available through traditional means.  as of Jan 2020, the content was the same as the CBS Sports Channel on Hulu.",Yes
"If you are a sports fan any kind, you will love this app. You just pout in your interest and it will keep you on all the action and scores for your team or your sport. I would say it is my most used APP.GO BRAVES and FALCONS!",Yes
We thought we would actually see a game not listen to pre taped people talking,Yes
"There was a time that ESPN ruled all of sports news broadcasting . But their ego has got the better of them and it's just not fun to watch , listen, or read anything to do with ESPN so I sought out a reasonable alternative and after shopping around at a lot of of the halfhearted efforts when it comes to sports scores, and accurate sports recaps and information , CBS, of all apps,  if you can believe it or not, turned out to be the one that fits my needs. I plug in all of my favorite teams and get current scores and status reports on my phone which I love. It's like I get the info before my sports buddies and it actually looks like I know what I'm talking about!! LOL. But seriously I enjoy this application on my phone , on all my tablets, and on my desktop , and they are all linked up . My teams cover a vast myriad of sports from soccer to football to Olympic action to baseball, my first love, and by the way CBS has a lot of good stats to . Can't say it's a hat that will fit everyone but it certainly works for me and I suggest everyone give it a try . Unless you work for ESPN.........",Yes
Wasn't what I thought it would be,Yes
Not what I thought it was. Unable to play live games,Yes
"Not what I wanted at all. I thought I was going to actually watch sports, not highlights & BS",Yes
I thought I could stream CBS local NFL games on Firestick but I guess not.... without paying a monthly fee.,Yes
Thought is more games to watch instead of highlights,Yes
"Just a bunch of studio stuff, no highlights of action, just people talking about what happened.  Not worth my time.",Yes
No live action. Will be removing it from my APP selection,Yes
"Not what I expected. Thought it was for streaming sports programs; if that's what you expect too, skip this. I think CBS wants us to pay for all access.",Yes
I am not paying for another station. I thought I could access it with my fire stick.,Yes
"My husband downloaded this app because he thought it was connected to CBS's fantasy sports, it isn't.  It has the scores, etc. but it isn't what he thought it was.  I can't rate it as good or bad, as it wasn't what he expected.",Yes
This APP wasn't really thought out before it was launched..very hard to find actual shows..mostly clips.,Yes
didn't do what I thought it would.,Yes
Very good app for folks interested in sports results.  Allows you to tailor searches to get immediately what you are looking for.  Very well thought out presentation.  A quality app.,Yes
I thought I would be able to watch Boise state games and games on CBS Spots. I canâ??t so it was a waste of time for me,Yes
Not what I thought it was I canâ??t watch and football games,Yes
"Quick updates, fairly intuitive to use.  Works very nicely.  Lots of information available.  Makes my Kindle seem more powerful than I thought it was.  Highly recommend.",Yes
"Based on the name of the app, I thought I would see actual games but it is only commentary.",Yes
"We thought we would be able to stream a college football game.  No live games, very dissappointing.",Yes
Wasn't able to watch the Football game on Sunday..Thought this app was free.,Yes
thought they were streaming a sport program but they were not.,Yes
Thought I was going to see live action football.  That was a joke.  Disappointed.,Yes
Looks very useful.  Watched Torrey Pines on it and would have missed the action without it.,Yes
With thought it was ok it had a lot of blurriness but other than that it was ok,Yes
Not what I thought it was.  Disappointing,Yes
